wavelength_nm,absorbance
495.00,0.28882
496.00,0.29608
497.00,0.30477
498.00,0.30947
499.00,0.31695
500.00,0.31965
501.00,0.31810
502.00,0.33345
503.00,0.33735
504.00,0.34124
505.00,0.35921
506.00,0.36219
507.00,0.36740
508.00,0.37532
509.00,0.39119
510.00,0.39970
511.00,0.41341
512.00,0.41326
513.00,0.42737
514.00,0.43721
515.00,0.44324
516.00,0.42955
517.00,0.45835
518.00,0.46006
519.00,0.46740
520.00,0.47369
521.00,0.48013
522.00,0.48585
523.00,0.48761
524.00,0.48388
525.00,0.49985
526.00,0.50057
527.00,0.51642
528.00,0.51239
529.00,0.51845
530.00,0.51630
531.00,0.52138
532.00,0.52703
533.00,0.52044
534.00,0.53299
535.00,0.53197
536.00,0.52648
537.00,0.51977
538.00,0.53737
539.00,0.53221
540.00,0.53008
541.00,0.53068
542.00,0.54141
543.00,0.52820
544.00,0.52659
545.00,0.51430
546.00,0.52985
547.00,0.52182
548.00,0.51868
549.00,0.50814
550.00,0.50857
551.00,0.50015
552.00,0.49611
553.00,0.48569
554.00,0.47162
555.00,0.48020
556.00,0.45568
557.00,0.45885
558.00,0.45181
559.00,0.43928
560.00,0.44150
561.00,0.42870
562.00,0.41917
563.00,0.41664
564.00,0.40223
565.00,0.40486
566.00,0.38996
567.00,0.37623
568.00,0.35855
569.00,0.35345
570.00,0.35886
571.00,0.34303
572.00,0.33263
573.00,0.33518
574.00,0.30863
575.00,0.30386
576.00,0.29562
577.00,0.29312
578.00,0.27685
579.00,0.26845
580.00,0.25391
581.00,0.25943
582.00,0.25152
583.00,0.23559
584.00,0.23133
585.00,0.21464
586.00,0.21177
587.00,0.21523
588.00,0.20031
589.00,0.20607
590.00,0.18037
591.00,0.18164
592.00,0.17024
593.00,0.16825
594.00,0.15845
595.00,0.14895
596.00,0.14114
597.00,0.15896
598.00,0.13452
599.00,0.11749
600.00,0.12051
601.00,0.12346
602.00,0.11159
603.00,0.11813
604.00,0.11155
605.00,0.10037
606.00,0.09439
607.00,0.08730
608.00,0.08542
609.00,0.07723
610.00,0.08992
611.00,0.08902
612.00,0.06888
613.00,0.06642
614.00,0.06014
615.00,0.06235
616.00,0.04702
617.00,0.05647
618.00,0.06889
619.00,0.05694
620.00,0.06218
621.00,0.05226
622.00,0.06402
623.00,0.05301
624.00,0.04799
625.00,0.06415
626.00,0.04554
627.00,0.03890
628.00,0.04626
629.00,0.04371
630.00,0.04932
631.00,0.03644
632.00,0.04591
633.00,0.04537
634.00,0.03548
635.00,0.03976
636.00,0.03314
637.00,0.05160
638.00,0.03274
639.00,0.03373
640.00,0.02958
641.00,0.03347
642.00,0.03511
643.00,0.03939
644.00,0.03079
645.00,0.03303
646.00,0.02537
647.00,0.02866
648.00,0.04993
649.00,0.03944
650.00,0.02832
651.00,0.02482
652.00,0.02684
653.00,0.03243
654.00,0.03266
655.00,0.02788
656.00,0.02454
657.00,0.04071
658.00,0.03482
659.00,0.02980
660.00,0.03068
661.00,0.02878
662.00,0.01431
663.00,0.03260
664.00,0.02546
665.00,0.02585
666.00,0.02802
667.00,0.03625
668.00,0.02483
669.00,0.02325
670.00,0.03571
671.00,0.03640
672.00,0.02614
673.00,0.03528
674.00,0.03018
675.00,0.03376
676.00,0.02441
677.00,0.03699
678.00,0.03924
679.00,0.03587
680.00,0.03543
681.00,0.00948
682.00,0.03371
683.00,0.03202
684.00,0.03133
685.00,0.02846
686.00,0.03261
687.00,0.03479
688.00,0.03077
689.00,0.02961
690.00,0.03980
691.00,0.02583
692.00,0.03868
693.00,0.03360
694.00,0.02775
695.00,0.03087
696.00,0.02713
697.00,0.03674
698.00,0.03482
699.00,0.02943
700.00,0.02619
