wavelength_nm,absorbance
532.00,0.14997
533.00,0.15061
534.00,0.15033
535.00,0.16272
536.00,0.15154
537.00,0.15060
538.00,0.13932
539.00,0.14628
540.00,0.14971
541.00,0.14671
542.00,0.15856
543.00,0.14862
544.00,0.15658
545.00,0.14837
546.00,0.14728
547.00,0.14549
548.00,0.14491
549.00,0.15399
550.00,0.12846
551.00,0.12899
552.00,0.13628
553.00,0.13809
554.00,0.14054
555.00,0.13756
556.00,0.13068
557.00,0.13730
558.00,0.13552
559.00,0.12854
560.00,0.13126
561.00,0.12512
562.00,0.11808
563.00,0.12357
564.00,0.11795
565.00,0.11517
566.00,0.12185
567.00,0.09615
568.00,0.10017
569.00,0.09937
570.00,0.10212
571.00,0.10058
572.00,0.09087
573.00,0.09182
574.00,0.09039
575.00,0.10814
576.00,0.10206
577.00,0.08666
578.00,0.08485
579.00,0.07806
580.00,0.07146
581.00,0.08019
582.00,0.07292
583.00,0.07645
584.00,0.06544
585.00,0.06860
586.00,0.07223
587.00,0.07175
588.00,0.07031
589.00,0.05818
590.00,0.06958
591.00,0.05804
592.00,0.06507
593.00,0.05970
594.00,0.05004
595.00,0.05498
596.00,0.05770
597.00,0.05786
598.00,0.05207
599.00,0.06088
600.00,0.05655
601.00,0.04784
602.00,0.05279
603.00,0.05885
604.00,0.05802
605.00,0.03794
606.00,0.03884
607.00,0.05245
608.00,0.03636
609.00,0.03400
610.00,0.03827
611.00,0.04301
612.00,0.03920
613.00,0.03528
614.00,0.03454
615.00,0.03375
616.00,0.03222
617.00,0.05068
618.00,0.03831
619.00,0.04141
620.00,0.03274
621.00,0.03417
622.00,0.03064
623.00,0.01868
624.00,0.02601
625.00,0.02312
626.00,0.02021
627.00,0.02629
628.00,0.04118
629.00,0.03275
630.00,0.04056
631.00,0.03511
632.00,0.03717
633.00,0.02692
634.00,0.03533
635.00,0.03643
636.00,0.02849
637.00,0.03520
638.00,0.03515
639.00,0.02838
640.00,0.02487
641.00,0.02443
642.00,0.03200
643.00,0.03340
644.00,0.02664
645.00,0.03152
646.00,0.03475
647.00,0.03502
648.00,0.04060
649.00,0.03894
650.00,0.02526
651.00,0.04137
652.00,0.02808
653.00,0.03754
654.00,0.03168
655.00,0.02881
656.00,0.02045
657.00,0.03028
658.00,0.02197
659.00,0.03715
660.00,0.04047
661.00,0.02661
662.00,0.03323
663.00,0.02709
664.00,0.02770
665.00,0.03614
666.00,0.03130
667.00,0.04200
668.00,0.02870
669.00,0.03762
670.00,0.03224
671.00,0.03646
672.00,0.02904
673.00,0.03146
674.00,0.03110
675.00,0.02681
676.00,0.03584
677.00,0.03581
678.00,0.03550
679.00,0.04120
680.00,0.04071
681.00,0.02981
682.00,0.03433
683.00,0.02839
684.00,0.03231
685.00,0.02861
686.00,0.04197
687.00,0.03447
688.00,0.03102
689.00,0.03953
690.00,0.01938
691.00,0.02036
692.00,0.03726
693.00,0.03289
694.00,0.03407
695.00,0.02464
696.00,0.03250
697.00,0.04470
698.00,0.03767
699.00,0.03378
700.00,0.03017
