wavelength_nm,absorbance
506.00,0.13186
507.00,0.14290
508.00,0.14513
509.00,0.13461
510.00,0.13672
511.00,0.14382
512.00,0.13391
513.00,0.14261
514.00,0.14211
515.00,0.14579
516.00,0.14054
517.00,0.13763
518.00,0.13633
519.00,0.14363
520.00,0.14911
521.00,0.15159
522.00,0.16641
523.00,0.16280
524.00,0.15171
525.00,0.16082
526.00,0.15747
527.00,0.15930
528.00,0.16313
529.00,0.16666
530.00,0.16174
531.00,0.17089
532.00,0.15829
533.00,0.16571
534.00,0.18169
535.00,0.16776
536.00,0.17523
537.00,0.16728
538.00,0.17020
539.00,0.16624
540.00,0.16532
541.00,0.16131
542.00,0.16810
543.00,0.15983
544.00,0.16824
545.00,0.16995
546.00,0.16473
547.00,0.15979
548.00,0.16311
549.00,0.15731
550.00,0.16345
551.00,0.14543
552.00,0.15289
553.00,0.14136
554.00,0.14264
555.00,0.15803
556.00,0.15337
557.00,0.14176
558.00,0.13507
559.00,0.12425
560.00,0.13666
561.00,0.15228
562.00,0.13815
563.00,0.12992
564.00,0.13376
565.00,0.11927
566.00,0.12448
567.00,0.12447
568.00,0.12094
569.00,0.12377
570.00,0.11865
571.00,0.11814
572.00,0.10754
573.00,0.11461
574.00,0.11655
575.00,0.09852
576.00,0.09659
577.00,0.10752
578.00,0.09597
579.00,0.10319
580.00,0.08977
581.00,0.09886
582.00,0.08865
583.00,0.08717
584.00,0.09282
585.00,0.07911
586.00,0.07352
587.00,0.07441
588.00,0.07779
589.00,0.06372
590.00,0.07501
591.00,0.06608
592.00,0.07439
593.00,0.05137
594.00,0.05930
595.00,0.05224
596.00,0.05579
597.00,0.06068
598.00,0.05662
599.00,0.05473
600.00,0.05391
601.00,0.05474
602.00,0.04619
603.00,0.05525
604.00,0.05380
605.00,0.05100
606.00,0.05095
607.00,0.04835
608.00,0.05780
609.00,0.04413
610.00,0.04192
611.00,0.03839
612.00,0.03591
613.00,0.03387
614.00,0.03528
615.00,0.03951
616.00,0.04129
617.00,0.03899
618.00,0.03351
619.00,0.04297
620.00,0.04150
621.00,0.03563
622.00,0.03222
623.00,0.03901
624.00,0.03646
625.00,0.02628
626.00,0.03422
627.00,0.03589
628.00,0.02863
629.00,0.03489
630.00,0.02478
631.00,0.04129
632.00,0.04055
633.00,0.03135
634.00,0.03487
635.00,0.01807
636.00,0.02544
637.00,0.03048
638.00,0.02569
639.00,0.03630
640.00,0.04389
641.00,0.02476
642.00,0.02672
643.00,0.03309
644.00,0.04128
645.00,0.02423
646.00,0.03301
647.00,0.04240
648.00,0.02153
649.00,0.02373
650.00,0.02886
651.00,0.02826
652.00,0.03625
653.00,0.03281
654.00,0.02071
655.00,0.03446
656.00,0.02790
657.00,0.03902
658.00,0.02762
659.00,0.02758
660.00,0.03466
661.00,0.03601
662.00,0.03414
663.00,0.02136
664.00,0.03473
665.00,0.02532
666.00,0.03296
667.00,0.02304
668.00,0.03429
669.00,0.02680
670.00,0.02398
671.00,0.03599
672.00,0.03319
673.00,0.02809
674.00,0.04051
675.00,0.02920
676.00,0.03207
677.00,0.03353
678.00,0.02823
679.00,0.03481
680.00,0.02882
681.00,0.02959
682.00,0.04027
683.00,0.02589
684.00,0.01770
685.00,0.04188
686.00,0.04755
687.00,0.02986
688.00,0.02071
689.00,0.03050
690.00,0.03069
691.00,0.03131
692.00,0.02580
693.00,0.03600
694.00,0.03571
695.00,0.02364
696.00,0.03684
697.00,0.04500
698.00,0.03375
699.00,0.03074
700.00,0.03195
