wavelength_nm,absorbance
588.00,0.15801
589.00,0.15691
590.00,0.15293
591.00,0.13859
592.00,0.13902
593.00,0.12153
594.00,0.13006
595.00,0.12858
596.00,0.11770
597.00,0.12581
598.00,0.10530
599.00,0.10772
600.00,0.10219
601.00,0.09794
602.00,0.09414
603.00,0.09191
604.00,0.09293
605.00,0.09284
606.00,0.08142
607.00,0.08333
608.00,0.07137
609.00,0.07745
610.00,0.06569
611.00,0.07433
612.00,0.07870
613.00,0.06247
614.00,0.04793
615.00,0.05580
616.00,0.06458
617.00,0.05872
618.00,0.05520
619.00,0.05816
620.00,0.05351
621.00,0.05650
622.00,0.05338
623.00,0.05574
624.00,0.04759
625.00,0.04978
626.00,0.04148
627.00,0.03875
628.00,0.05171
629.00,0.04193
630.00,0.04468
631.00,0.03988
632.00,0.03494
633.00,0.03791
634.00,0.04588
635.00,0.04007
636.00,0.02598
637.00,0.03450
638.00,0.04607
639.00,0.03371
640.00,0.02384
641.00,0.04568
642.00,0.03812
643.00,0.03334
644.00,0.03129
645.00,0.03979
646.00,0.02984
647.00,0.03980
648.00,0.03600
649.00,0.03407
650.00,0.03335
651.00,0.03131
652.00,0.03853
653.00,0.02697
654.00,0.02235
655.00,0.03570
656.00,0.03575
657.00,0.03479
658.00,0.03431
659.00,0.02991
660.00,0.03653
661.00,0.03151
662.00,0.02885
663.00,0.02989
664.00,0.04388
665.00,0.02134
666.00,0.03475
667.00,0.02169
668.00,0.03112
669.00,0.02918
670.00,0.01929
671.00,0.03415
672.00,0.02956
673.00,0.01927
674.00,0.03692
675.00,0.04052
676.00,0.04088
677.00,0.03412
678.00,0.03227
679.00,0.04000
680.00,0.04216
681.00,0.03890
682.00,0.02648
683.00,0.03337
684.00,0.03483
685.00,0.02137
686.00,0.03508
687.00,0.04594
688.00,0.03618
689.00,0.04122
690.00,0.03351
691.00,0.03202
692.00,0.03478
693.00,0.02764
694.00,0.02679
695.00,0.04021
696.00,0.04088
697.00,0.02674
698.00,0.03853
699.00,0.03224
700.00,0.03484
